Event, ele_E, ele_Px, ele_Py, ele_Pz,  pos_E, pos_Px, pos_Py, pos_Pz
4412, 54641, 39457, -22659.8, 30254.2, 42887.6, -35614.6, 23666.3, -3294.89
4413, 44559.2, -44557.4, 173.964, -364.589, 63994.9, 33619.2, 16425.2, -51916.4
4414, 32713.8, -28536.4, 14479.6, 6797.5, 73448.5, 67804.3, -7249.48, -27289.2
4415, 115831, 36466, 18348.7, 108399, 39072.6, -35203.9, -9961.35, 13716.1
4416, 35297.1, -35203.5, 2493.36, 619.868, 86627.2, 32340, -9346.45, 79818.8
4417, 41069.4, 37705.8, -7401.08, 14497.9, 42363.5, -39131.4, 10573.7, -12312.4
4418, 97373.4, -18350.4, 49622.7, 81746.1, 32271.8, 7600.3, -30509.4, 7272.18
4419, 82092.5, 52039.7, 29104.7, -56426.7, 56056.7, -39154.7, -4769.48, -39831.1
4420, 45057.9, -28551.4, 31722, 14448.1, 49951, 38792.9, -28658, -12997.4
4421, 49781.7, -3782.37, 47170.9, 15453.7, 57101.1, 10514.6, -42444.4, 36721.3
4422, 46533.3, 20671.7, 27061.1, 31713.2, 45837.2, 4330.45, -41411.8, -19166.6
4423, 57430.2, 14403.1, 25690.5, -49303, 237168, 37556.4, -58340.7, -226792
4424, 42113.5, -23459.2, 25608.2, 23820.9, 53695.2, 24731.6, -20751.1, -42905.8
4425, 36122, -12409.7, 32474, 9810.08, 41692, 15804, -36842.1, -11450.7
4426, 187686, -32096.3, 14872.5, -184322, 108202, 43284.7, -10400, -98619.8
4427, 62105.6, -40960.3, -13680.4, 44634.2, 51878, 43624.5, 10636.7, 25982.6
4428, 48148.8, 38196.7, 29244.2, -2022.9, 50654, -49960.2, 3697.07, -7492.13
4429, 44562.8, 23093.6, 29590.6, 24019.2, 37117.5, -31830.5, -9834.98, -16364.7
4430, 26296.7, 9100.86, 24648.9, 1058.03, 105245, -6747.02, -27102.8, 101471
4431, 58559.1, -55858.2, 16123.5, 7004.18, 44463.3, 17716.5, -32957.4, -24019.1
4432, 517976, 89236.2, -8725.7, 510156, 93974.8, -6717.47, -32470.6, 87930.7
4433, 211670, -24321.8, -31041.4, 207964, 253145, 41011.5, 35361.5, 247285
4434, 147525, 5063.83, 44626.3, 140522, 202687, -12628.7, -44470.9, 197344
4435, 40741.4, 30050.8, 27159.2, -4380.86, 63509.5, -28584.2, -25703.7, -50554.1
4436, 48480, 22776.6, -29905.7, -30613.5, 155924, -3105.57, 42385.9, -150020
4437, 44342.8, 1813.34, -38168, 22498.9, 50428.4, -16251.3, 24762.1, -40813.7
4438, 49882.6, -44322.4, 4320.88, -22475.1, 54880.9, 38093.7, -19531.9, -34340.8
4439, 58373.7, -12242.5, -39420.7, -41274.9, 38465.5, -1138.4, 33374.8, 19089.9
4440, 169629, -24287, -22992.6, -166299, 26266.7, 3546.77, 25570.5, -4848.6
4441, 133327, 12395.2, -39331.4, -126789, 74593.4, -8434.37, 44782.6, -59055.5
4442, 185249, 46485.1, -5182.29, -179246, 172633, -39962.4, 25474.2, -166000
4443, 64067.3, -25944.3, 32470.5, -48756.3, 68590.3, 35553.1, -35131.9, -46971.8
4444, 31318.1, 9713.95, -27700.4, 10915.6, 75129.9, -16716, 42422, -59711.5
4445, 57308.8, 28524.6, -26519.6, -42040, 47364.9, -39394.7, 24061.3, -10608.7
4446, 32788.6, -32333.7, -2592.8, 4785.3, 136591, -31074.7, 37752.3, -127539
4447, 54295.6, -14179, 25905.8, 45561.6, 44735.7, 40302.1, -3715.02, -19058.2
4448, 77904.5, 23097.6, -16192.5, -72618.2, 29356.6, -25985.5, 8818.42, 10430.7
4449, 41968.4, -25638.6, -32474.5, -7029.46, 63767.3, 48855.3, 4493.34, 40733.7
4450, 115602, 2463.5, -34395.2, -110339, 45028, -4689.43, 39527.8, -21049.7
4451, 43263.5, -10018.4, -30998.4, 28468.5, 86194.6, -43068.3, 8759.32, -74147.9
4452, 41181.2, 10227.3, -39653.3, -4348.48, 75401.8, -16227.2, 40264.4, -61651.3
4453, 51193.9, -34228.6, 13347, -35652.1, 183381, 39158.1, 19660.9, -178069
4454, 48055.3, -18471.8, -42869.3, -11416.3, 52050.2, 9563.98, 40361.5, -31443.6
4455, 65727.2, -49832.7, 1768.31, -42821, 58793.8, 47133.6, -2014.63, -35086.7
4456, 212613, 6207.73, -43509.3, 208020, 104542, -13594.6, 40289.8, 95503.3
4457, 63000.7, 62507.2, -7650.36, 1848.29, 42452.6, -30910.4, -18373.9, 22564.8
4458, 115986, 15807.6, -27334.3, -111605, 74388.3, -44602.8, 25999.2, -53556
4459, 104284, -52906.8, 87227.6, 21620.5, 30827, -25139, 3141, -17563.3
4460, 46143.4, -25682, -35718.1, 13923.7, 46002.5, 19431, 31495.5, -27325.9
4461, 39162.8, -1002.77, -34853.6, 17831, 147774, -867.986, 33206.9, 143992
4462, 53713.8, -24054.6, 19233.7, -44007, 48748.4, 18774.2, 20345.7, 40124.7
4463, 117889, 46439.1, 4649.87, 108257, 69302.8, -40278.1, 6091.93, 56066.4
4464, 42978.9, -9992.93, 38051.9, 17302.5, 50947.6, -5149.5, -49352.7, -11552.4
4465, 48653.8, -15714.7, 45916.5, 3451.73, 40608.4, 19250.8, -34918.2, -7692.07
4466, 44151.7, -32045.5, 10096.9, 28644.5, 50880, 40235.7, -18861.7, -24781
4467, 42364.2, 15261.4, 37833.2, -11422.3, 165968, -8722.83, -53912.5, -156725
4468, 184881, -61472.6, 17613.1, -173471, 49891.2, 29881.4, 6343.26, -39446.1
4469, 36254.7, 31676.1, 16505, 6213.45, 41362.4, -35402.4, -20562.1, -5892.15
4470, 116015, 25432.9, -5911.85, 113038, 27745.8, -18716.9, 20440.1, -1305.8
4471, 100974, 23026.7, 21054, 96032.9, 29062.2, -27769.5, -6957.48, -5005.48
4472, 63184.5, -23983.9, -56198.8, -16085.6, 47473, -21713.9, 34793.7, -23908
4473, 141030, -55667.1, -4115.66, -129513, 248224, 52158.3, -7858.2, -242555
4474, 48550.5, -34547.2, 32435.6, -10562.9, 47473.1, 34853.3, -32229.4, -458.399
4475, 92785.8, 40055.9, -81293.2, 19903.2, 105763, -41376.5, -66529.8, 71046
4476, 220164, -39229.1, 8250.83, -216484, 44613, 39431, -1601.93, -20807.3
4477, 115756, -15747.8, 29275.9, -110880, 109794, 6862.58, -30909.5, -105130
4478, 54948.9, 34977.8, -1574.43, 42349.2, 173506, -21267.5, 86467.9, 148913
4479, 187997, -33190, -23963.8, -183486, 165332, 38733, 24781.3, -158809
4480, 155298, 18601.6, -24819.4, 152169, 46720.4, 10897.6, 38953.5, 23380.8
4481, 214912, 52782.9, 15161, -207777, 87429.8, -52311.8, -10449, -69269.5
4482, 80272.4, -41497.2, 2650.12, -68663.1, 201428, 44205.9, -23736, -195079
4483, 109419, 15692.6, 52383.7, -94774.3, 29638.8, -29129.1, -4982.86, -2263.23
4484, 29546.6, -29107.7, 566.844, -5042.03, 117866, 40009.2, 12916, -110113
4485, 65707.4, 20213.3, -51220.7, -35851.5, 91066.7, -32941.6, 12476.2, -83978.2
4486, 69775.9, -1339.8, 36490.4, -59458.6, 122187, -48878.2, -38592.1, -105125
4487, 48923.5, 44511.3, 1163.47, 20270.7, 71524.3, -46193.6, -5245.88, 54354
4488, 73401.2, -25148.6, 44463.9, -52709.1, 151575, -89502.5, -40025, -115595
4489, 166800, -12498.4, 48238.4, 159183, 121993, 9060.75, -38251.7, 115485
4490, 57507, -26653.4, -12282.2, 49455, 119037, 69398.7, 11007.4, 96085.8
4491, 41759.9, -38652.9, 15785.1, 822.937, 47948.6, 36649.7, -23421.4, 20181.9
4492, 178106, -39803.6, -3013.83, -173575, 39291.9, 30477.3, 3107.43, -24603.4
4493, 194360, -17729.9, -39652, -189445, 233506, 37825.9, 30234, -228430
4494, 78502.3, 31669.4, 1719.22, 71810.2, 32454.4, -28149.9, -15346.3, -5036.02
4495, 44289.6, 40856.6, 12743.1, 11397.9, 66146.4, -38242.3, -10864.6, 52866.2
4496, 133233, 28420, 15187, 129278, 227147, -23216.9, -61027.3, 217561
4497, 130242, -61224, -18824.8, -113403, 209372, -91743.6, 81801.4, -169494
4498, 53222.9, -11343.6, -51940.2, -2493.78, 69601.2, -37009.6, 22283.4, 54571.7
4499, 47040.6, -7582, 27821.8, -37165.5, 102951, -100923, 7880.78, 18748.1
4500, 51818.2, -38263.5, -14091.3, 31976, 63509.3, 49672.8, 4366.53, 39331.6
4501, 148821, 39559.2, 10415.3, 143089, 133155, -44116.3, -10652.8, 125182
4502, 32828.6, 16527.5, -22639.7, -17088, 147343, -52600.3, 29373.1, -134463
4503, 267040, 44954, -5623.79, 263169, 125039, -41868.1, 8500.58, 117514
4504, 59285.4, -21916.4, -44359, -32660.6, 144115, -40916.4, 23130.7, -136235
4505, 44661.2, 34417.8, -9273.75, -26907.9, 47354.2, -45934.9, 8651.38, -7586.86
4506, 45393.3, 44915.2, -2462.26, -6091.94, 55016.2, -42421.8, 8049.54, -34093.7
4507, 47955.1, 20931, 21184.5, 37587.2, 127480, -40880.6, -61202, 104088
4508, 27561.8, -2067.79, 27251, -3571.62, 118678, 21408.1, 34267.6, -111588
4509, 142324, -19067.1, -37664.8, 135919, 219839, 33094.3, 34177.4, 214630
4510, 58285.5, 15311.2, -41944.9, -37461.9, 33997.4, -17560.7, 25094.7, 14754.7
4511, 42021.5, 38481.5, -16273.8, 4487.78, 51298.7, -43686.5, 25083.2, 9689.32
4512, 35931.6, 18585.3, 23355.8, -20004.4, 163431, -44161.6, -26498.8, -155104
4513, 33314, -20713.6, 18553.1, -18345.4, 56989.9, 20722.5, -26987, 45717.8
4514, 68776.7, 50748.7, 9586.97, 45419.1, 90802.4, -34496.4, -9089.49, 83501.2
4515, 154594, 26633.3, -49469.1, 144023, 111368, -8005.21, 35533.2, 105243
4516, 58584.6, 39429.5, 42549.7, -8185.03, 37301.6, -31424.5, -20053.8, 1325.23
4517, 59300, 39569.4, -33127.9, 29211.2, 45937.4, -28262.6, 24890.7, 26304.5
4518, 34607.4, 13833.5, -29327.6, 12091.2, 118437, -79966.6, -5255.49, 87207
4519, 55736.1, -20612.1, -17930.8, -48581.3, 37557.5, 25258.1, 23220.9, 15276.9
4520, 113834, -32901, 19450.4, 107226, 60484.3, 34569.2, -20091.5, 45383.4
4521, 34026.1, 33485.8, -6019.53, -487.109, 80236.9, -26361.8, 36985, -66144.7
4522, 54985.3, 43816.4, -5903.59, -32690.3, 69890.7, -51271.2, 5676.74, -47156.6
4523, 96707.4, 910.242, 55248.3, -79367, 74149.7, -18062.5, -33806.2, -63474.9
4524, 33928.6, -10954.6, 24690.1, 20531.5, 196339, 23644.8, -54930, 187009
4525, 264873, -42102.1, -21299.3, -260637, 244889, 40939.2, 22968.5, -240348
4526, 61240.2, -51116.6, -23303.9, 24379.9, 66688.4, 52024.7, 23936.5, 34173.3
4527, 83438.1, 21788.9, -18245.9, 78449, 30933.2, -17939.3, 22383.6, -11576.6
4528, 53246.6, -34600.8, -15272.3, -37479.8, 77596.2, 41644.4, 31507.4, -57395.1
4529, 41339.5, -40244, -1988.3, -9242.59, 74161.1, 43407.4, -2738.17, -60068.1
4530, 56628.8, -48036.7, -18563.5, -23552.1, 39758.9, 36325.7, 13436.1, -8982.22
4531, 48529.3, -23738.1, -39614, 14910.7, 41128.4, 20381.1, 35433.4, -4541.83
4532, 84308, 31436.3, 63177.6, -46132.3, 180306, -49599.6, 79290.2, -154153
4533, 33263.4, 5804.93, 32522.8, 3876.12, 82741.8, 23226.5, -35852.5, -70861.4
4534, 42840.9, 5656.4, -42207.9, 4673.57, 68351.9, -84.2746, 43721.3, 52539.7
4535, 57393.1, 21142.7, -43950.5, -30254.1, 74000.9, -7244.61, 40862.7, -61269
4536, 143324, 16786.2, 35686.5, 137791, 83688, -12744.2, -39696.5, 72563.4
4537, 42320.7, 31217.9, 15349.3, 24101.5, 46914, -36677.3, -7579.3, -28253.4
4538, 51312.8, 24647.4, 33872.6, 29633.7, 46805.8, -35555.2, -29344.2, -8094.83
4539, 243973, 12026.8, 41770.8, -240070, 168057, -15927.8, -42559, -161796
4540, 36287.2, 7062.72, -30609.6, -18164, 83277.8, -35833.2, 54724, -51540.7
4541, 154990, -40505.7, 23391.4, -147763, 63878.2, 52071.4, -18582.8, -31994.8
4542, 67721.9, -20388, 48581.3, 42549.2, 75203.4, -74291.4, -11671.2, -346.533
4543, 95113.1, 43952.4, -13912.9, -83193.3, 34895.2, -31037.2, 9193.57, -13032.4
4544, 44234.3, -21724, -35952.5, -13862.2, 46180.9, 28533.1, 33622.8, 13712.9
4545, 30674.2, 11805.1, -26621, 9636.65, 150672, -12643.9, 27047.1, 147684
4546, 85406.9, 37029.9, -54290, 54550.2, 66644.8, -36203.2, 5358.15, 55697
4547, 71875.6, -22864.1, 56692.9, -37805.4, 144110, -41283.9, -13362.9, -137421
4548, 60523.5, 53036.1, 2720.45, -29032.1, 58381.7, -29284.5, -36720.9, -34675.8
4549, 365914, 90092.4, 36684.8, -352747, 116635, -8535.45, 44200.2, -107597
4550, 49202.2, 43852.2, 16408.6, 15119.6, 45835.4, -41096, -19774.5, -4579.32
4551, 38636.2, 15131.2, 26243.5, -23980.8, 180697, -27296.6, -36443, -174867
4552, 165395, 17969.3, -38968.3, 159731, 60139.9, -37451.7, 14793.5, 44669.1
4553, 62905.8, 40308.9, 26279, 40518.3, 56093.8, -47241.9, -1422.63, 30210.8
4554, 80378.6, -8841.36, -55056.2, -57890.9, 46479.6, 14857.3, 35971.7, -25409.5
4555, 43991.7, -33135.4, 5537.15, -28401.7, 145717, 26145.5, -31520.2, -139844
4556, 36844.7, 12547.9, 34595.2, -1805.16, 53604.8, -34855.1, -36319.7, -18424.9
4557, 115751, 39458.6, 23869.4, 106168, 112965, -44190.3, -11248.3, 103353
4558, 36499.4, -25558.5, -21804.7, 14266.3, 53221.2, 39153.5, 25288.8, 25689.9
4559, 200257, 49978, 24787.7, 192330, 265247, -34833.9, 54905.8, 257154
4560, 143138, -26936, -36387.3, 135790, 36435.4, 28023.8, 12338.7, -19747.4
4561, 239278, 46178.4, 1703.87, -234773, 209266, -44375.8, 11282.2, -204195
4562, 54707.9, -32075.7, 13031.4, -42359, 92627.2, 50479.7, -20440.9, -74925.1
4563, 130499, 40735.7, -9737.47, -123595, 194086, -44895.1, 7815.2, -188660
4564, 58683.3, -10416.7, 38603.6, -42953.3, 39252.3, 16786.2, -35215.9, 4336.98
4565, 81148.5, 30213.1, -254.402, 75313.9, 186746, -45641.2, 79612.8, 162643
4566, 227264, -6150.27, -42909.7, 223092, 163473, 1649.49, 40650.8, 158330
4567, 72682.9, -51861.9, 45848.2, -22160.9, 32079.2, 4114.28, -31796.5, 1063.18
4568, 51160.5, 12188.9, -39119.9, 30634.4, 126931, -20721.1, 28271.6, 121995
4569, 62511.2, 48563.3, 3606.36, -39195.1, 64228.7, -42939.7, 1804.71, -47731.1
4570, 35820.1, -20239.6, -27699.1, 10305.5, 163152, 18176.2, 25510.1, 160117
4571, 98274.4, -23881.5, 42322.7, -85418.5, 31903.5, -21721.6, -20872.4, 10504.5
4572, 84926.7, -18785.8, 38878.4, -73130.8, 47381.4, 14955.8, -39260.4, -21907.6
4573, 101540, -35864.8, -20063.8, 92852, 41328.4, 28578, 17099.8, 24473
4574, 74747.2, -42365.5, -2750.74, 61520.3, 154059, 36158.2, -3293.06, 149719
4575, 313583, -57993.2, -6548.76, 308104, 166187, 22049.2, 30568.2, 161856
4576, 216405, 48033.3, -3448.85, 210979, 111641, -32881.8, 30560, 102218
4577, 131029, 20200.1, -23392, 127332, 30506.3, -16208.6, 24965.7, 6680.71
4578, 44417.1, -30847, 731.856, -31950, 52992.7, 23077.9, -42806.8, 21052.7
4579, 44517.3, -34897.9, 10420.4, 25599.7, 105196, 53093.1, -22915.6, 87876.1
4580, 44994.1, 37286.2, -24935.9, 3522.39, 45435.4, -33192.6, 27698.7, -13978.8
4581, 43281.7, -9184.17, -40351.4, -12677.6, 176702, 46782.8, -128264, 112174
4582, 61139.7, -42408.4, 4653.24, 43794.2, 46764.6, 34002.2, -32062.3, 1671.44
4583, 293801, 13062.6, 57766.1, 287770, 153275, -4391.72, -31262.9, 149989
4584, 90043.2, 40883.6, 46981.3, -65031.2, 66733.2, -25884.1, -22481.1, -57253.2
4585, 63475.8, 5336.42, -29740.1, 55823.1, 74294.3, -73250.9, -5924.83, 10901.6
4586, 204711, -46133.8, 3581.78, 199412, 118105, 41218.8, -2965.64, 110639
4587, 77553.3, -15273.2, 44989, -61296.2, 69802, 20944.4, -39347.6, -53716.1
4588, 38873.7, -5286.81, 33459.9, 19069.6, 51160.3, -11201.7, -36904.4, -33614.9
4589, 70920, -45425.8, -13458.2, 52773.3, 113485, 23831.3, 34473.7, 105463
4590, 72098.7, 25546.3, -13966.1, 65958.8, 31333.1, -24436.4, 7600.18, -18079.4
4591, 34031.7, 31249.8, -11368.4, 7236.8, 62728.8, -50992, -12469.2, -34340.1
4592, 45515.8, -30664.6, -24030.9, -23534.7, 104572, 37337.7, 20159.1, -95576.5
4593, 40025.2, -19071.5, 34712.8, -5772.61, 49479.1, 16111.2, -45587, 10508.5
4594, 39411.7, -34142, -3041.98, 19451.4, 85649.1, 38890.9, 30679.2, 69871.7
4595, 41990.9, -29424.8, -22966.7, -19234.1, 96453.9, 24590.3, 42572.7, -82983.3
4596, 73957.1, 51886.3, -2595.6, 52637.7, 157601, 49315.7, 103063, 108554
4597, 33344.6, -14704.7, 28006.5, 10548.6, 126060, 22522.5, -31284.5, 120021
4598, 68564.6, 44890.4, -9479.94, -50951.9, 48232.5, -41843.2, 12524.5, -20461
4599, 40350, 38552.3, 3782.1, -11293.3, 103529, -13017.8, -71045.5, -74170.4
4600, 93542.8, -2467.09, 29000.1, -88899.8, 33883, -18144.3, -28448, 3090.4
4601, 89086.9, 45860.5, -2026.93, 76349.1, 204801, -27508.3, -32510.4, 200324
4602, 191207, -5801.67, 41282.9, -186607, 120758, 6646.63, -43535.5, -112441
4603, 35777.4, 6098.47, -35119.8, 3070.47, 77130.2, -7040.8, 29137.1, 71067.1
4604, 37937, 35587, 9210.81, 9377.71, 54324.2, -52156.5, -6711.79, -13630.1
4605, 43684.9, 20760.3, -18612.1, 33629.8, 50317.6, -23218.4, 21858.2, -38922.8
4606, 28954.4, 13499.1, 22284.2, -12631.1, 302482, 57562.9, 21350.4, -296186
4607, 206923, -9919.25, 37798.6, 203199, 38589.5, 8884.62, -30510.3, 21893.7
4608, 101789, 1491.05, 60510.7, 81836.1, 40326.4, 11223.4, -33691.2, 19109.1
4609, 159946, 34630.5, -13750.3, -155545, 125609, -24581.7, 23183.3, -120979
4610, 63590.2, -4058.51, -35734.5, 52443.2, 120093, 2889.3, 62525.1, 102492
4611, 220024, 37079, -4285.77, -216835, 34728.3, -27433.7, 4352.97, -20844.6
4612, 53888.7, 28237.2, 28933.5, -35630.1, 164559, -24487.5, -30731.2, -159798
4613, 52164.8, -16503.4, 39148.4, 30268.9, 43296.7, 18760.4, -38119.2, -8341.41
4614, 54559.7, -1799.21, -45028, 30757.1, 71198.3, 735.265, 37764, 60353.4
4615, 67604.2, 1374.1, -36954, -56593.6, 42915.7, -12524.9, 40906.3, -3399.8
4616, 91635.4, 50495, 10827.9, -75697.1, 49470.3, -35708, -6581.55, -33599.6
4617, 138164, -25973.6, -135581, -5689, 184996, 28510.7, 117847, 139724
4618, 96410.5, 66245.5, 18477.3, 67565.6, 46572.4, -32865.8, 13976.4, 29891.3
4619, 72598.7, 43281.1, -2260.78, 58242.6, 68473.3, -49670.1, 8236.9, 46407.1
4620, 60820.3, -22725.2, 21751.7, -52053.3, 66097.7, 48539.7, -30219, -33160.6
4621, 121784, 31359, 12984.1, 116959, 40950.5, -37787.3, 2350.28, 15605.9
4622, 192162, 38147.2, -2562.18, 188320, 60310.2, -36657.8, -2116.9, 47844
4623, 47106.8, 30422.4, 32318.5, -15780.9, 45063.7, -23200.7, -34204.6, 17958.5
4624, 45881, 31687.4, 33180.8, 104.563, 48846, -29290.7, -28767.7, 26465.1
4625, 90676.1, 15409.1, -30726.4, -83908.3, 107425, -38958.9, 50287.8, -86564.5
4626, 56096.7, -48478.4, -25256.2, -12602, 51495.9, 38114, -13865.9, -31731.5
4627, 44643.1, -21242.5, -26490.1, -28983.4, 111240, 36982, 45088.2, -94729.6
4628, 66043.4, -41840.2, -9941.6, 50122.8, 84351.1, 43961, 7684.25, 71578.6
4629, 48770.1, 2528.14, 26197.1, 41059, 86150.1, -4552.62, -43913.9, 73977.6
4630, 96877, 47320.7, -50533.6, -67766.3, 54457.9, 51603.6, 16904.7, -4118.97
4631, 36824.2, 15045.9, 30961, -13079.1, 60299.1, -32326.5, -43728.7, 26053.2
4632, 57914.6, 49202.1, -13384.8, 27460.9, 44628, -41131.8, 11979, 12503.5
4633, 59387.7, -41786.2, -9704.25, -41068.7, 41922.1, 25168.4, 31112.7, -12490.5
4634, 114598, 29130.9, 8480.47, -110509, 160358, -31477.5, -12308.9, -156756
4635, 44640.7, -6633.18, 39664.6, -19378.2, 50286.1, -685.875, -50202.1, -2823
4636, 49235.7, 38248.9, 5367.18, 30534.6, 135983, -47356.9, -3625.15, 127419
4637, 41796.1, -36947.3, 12231.7, -15238.2, 45547.4, 35895.9, -5502.04, 27491.4
4638, 38533.1, -21600, 20113.1, 24773, 51472, 24942.7, -18198.3, -41183.1
4639, 96783.3, 47206.1, 5627.2, -84302.6, 65898, -36227.5, -15205.3, -52904.7
4640, 46993.1, -46503.3, -348.419, 6758.63, 56327.7, 42804.2, -2809, 36506.5
4641, 105960, -555.482, -92440.2, -51789.1, 67480.1, 57745.3, -34887.6, 1378.69
4642, 52310.6, -22783.2, -27606.1, 38147.5, 203083, 20185.7, 29897.4, 199854
4643, 30509.2, -27538.2, 6473.57, 11425.9, 153246, 41443.9, 7205.47, 147359
4644, 51394.3, -39751.2, 4305.53, -32290.6, 121727, 41655.9, -5394.94, -114250
4645, 46945.3, -43025.9, -14191.3, -12297.9, 43311.3, 30085.1, 30294.6, 7279.43
4646, 205119, 36778.2, 14454.1, 201276, 263915, -35902.9, -27362.7, 260026
4647, 142044, -11378.7, -34144, 137409, 74848.3, 12741.9, 38454.2, 62938
4648, 86313.2, 2506.16, -50048.3, 70277.1, 39166.2, -8925.32, 36050.5, 12437.5
4649, 308589, 28990.6, 55506.4, -302169, 44205, -20022, -15252.2, -36339.6
4650, 144064, 40827.1, 22633.5, -136291, 210949, -44817.3, -9132.2, -205931
4651, 91840.1, 48410.1, 4898.71, -77891.3, 165604, -30840.6, 24773.9, -160810
4652, 60590.4, 46522, 18558.2, -34095.3, 51795, -41239.6, -4923.11, -30948.1
4653, 30562.3, -803.49, -29891.2, 6318.42, 70048.8, -5293.77, 68872.1, -11638.3
4654, 159186, -59602.3, 7044.46, -147439, 253761, 58423.7, -8772.6, -246788
4655, 76814, 7886.95, -69503.2, 31741, 44878, 2546.86, 29246.2, 33944.2
4656, 72264.6, 29644.3, 42106.7, -50699.3, 69586, -29404.7, -33187.5, -53630
4657, 115227, -39695.5, 13515.4, 107326, 38367.3, 37996.5, -5136.85, 1388.33
4658, 64151.9, -6102.71, 55791, 31073.9, 51936.6, 27730.6, -30498, 31595.8
4659, 104092, -54404.5, 16426.8, -87209.3, 166318, 3236.45, -33060.8, -162967
4660, 37548.7, 15737.7, -34029.2, -2059.9, 48199.5, -17498.5, 40256.8, 19909.5
4661, 101760, 31645, 25919.8, -93176.2, 34704.7, -28815.6, -18191.3, -6569.05
4662, 64855.7, -25213.7, 4464.84, 59586.8, 48742.4, 44994.6, -11454.1, 14836.2
4663, 355231, -40203.8, -45985.3, 349940, 170290, 1394.72, 36216.6, 166388
4664, 62002.6, -24641, -31487.9, -47388.3, 78634.6, -5092.12, 49877.6, -60578.1
4665, 52880.4, 24002.4, -18292.9, 43423.4, 182404, -54633.1, 36159, 170232
4666, 227179, -52184.2, 51790.8, -214954, 67454.8, 32132, 3576.48, -59202.2
4667, 249503, -30219.8, -35535.4, 245104, 52812.2, 31702.5, 28970.6, 30737.2
4668, 33887.2, 19942.1, -26590.8, 6602.07, 101165, -59116.5, 9075.26, 81592.4
4669, 93963.3, -43320.4, -35329.3, 75526.7, 83178.9, 44525.8, 31593.9, 62753.4
4670, 51690.3, -5895.84, 27373.1, 43449.3, 63647.5, 29142.3, 39129.7, -40872.9
4671, 49788.4, -34678.8, 27222.9, -23133.9, 68763.4, 51141.9, -26153.8, -37800.6
4672, 42025.2, -9704.66, -32915, 24259.8, 48360.4, 8700.9, 29007.7, -37703.8
4673, 156890, -22943.6, 29516.2, -152370, 46779.8, 20717.3, -31155.3, -28080
4674, 192738, 59431.7, 17406.3, 182518, 34482.5, -21229.3, 20657, 17653.7
4675, 93635, -4078.44, 37734.7, -85597.7, 55889, 4411.4, -45794.1, -31733.6
4676, 48825.9, 45231.9, 17497.6, 5646.1, 62478.5, -31023.4, -12647.6, 52736.6
4677, 100339, 38220.6, 10063.7, -92226.9, 43014.5, -34464.2, -17372.2, -18991.4
4678, 58220.9, 5047.72, -46867.3, -34170.8, 111516, -2510.32, 25946.6, -108426
4679, 52367.4, -41857.5, 8107.91, 30406.5, 121830, 34125.6, -19387.4, 115335
4680, 49313.3, -38187.9, -22530.3, -21584.2, 43468, 33283.2, 27319.1, 5946.71
4681, 87564.6, 29371, -37901.6, 73269.2, 76238.9, -28736.9, 37168.1, 60042.4
4682, 51537.8, 39018.4, -1638.69, -33630.7, 138942, -39676.7, 4354.65, -133085
4683, 161585, 15881.5, 40956.1, -155499, 192915, -54294.9, -20480, -183980
4684, 131938, 6908.59, -42740.2, -124632, 154580, 13836.1, 51649, -145038
4685, 74601.5, -3054.96, 27700.6, -69200.7, 36509.6, -2865.03, -35455.1, 8226.46
4686, 44247.2, 29095, -32835.1, 5757.47, 44776.8, -20408.1, 39069.3, -7877.92
4687, 45761.7, -37045.2, -26282.5, -5569.19, 52619.2, 32148.4, 28658, -30232.2
4688, 130144, -30668, -13868.5, -125717, 34135, 29282.6, -14339.8, -10104.4
4689, 48247.6, 26832, -31532, -24771.1, 38962.1, -27648.8, 25810.9, 9348.03
4690, 430700, -12620.9, 78835.2, 423236, 53370.2, 32367.1, -40723.5, 11930.7
4691, 45630.2, -29218.3, -32338.2, -13514.7, 57220.5, 37319.5, 25628, -34994.9
4692, 80149.2, 12091.6, -47227, -63618.4, 87194.1, -13735.2, 40475.7, -75999.1
4693, 65449.2, -40979.4, 5791.18, 50702.6, 43979.3, 40466.1, -6331.53, 16018.3
4694, 176681, -20735.3, -41293.2, 170532, 57079, 6444.94, 36317, 43560.8
4695, 197004, 22893.6, -41432.5, 191232, 256570, -29147.8, 36871.4, 252229
4696, 46515.2, 32481.3, 13242.7, 30549.2, 49063.1, -44880.6, -12773, 15158.3
4697, 65318.4, 1953.62, -38783, 52522, 30389.3, -1093.92, 25488.8, -16511.6
4698, 95098.5, -12977.2, 33271, 88138.3, 43878.3, 15564, -37424.9, 16806.1
4699, 31300.9, 19601.6, 24394.2, -667.894, 54369, -36152, -15718.5, -37442.7
4700, 85449.6, 48704, 26392.4, 65061.5, 103175, -38316.7, 3520.07, 95731.5
4701, 29559.6, 10738, -26431.1, 7736.89, 142636, -8891.3, 30054.2, 139150
4702, 76973.4, 49123.1, -44344.4, 39311.6, 37837.1, -20640.8, 26396.6, 17573.5
4703, 69049, 32324.1, -21265, 57190.2, 153674, -32334.4, 27809.5, 147638
4704, 74811.6, -37533.6, -23716.7, 60212.3, 46864, 35102.1, 26631.1, 15964.4
4705, 38309.8, -37940.2, -1121.02, -5188.91, 63966, 57028.3, -922.564, -28958
